key,district_lbl,priority,gi_z,gi_p,hotspot,lisa_quadrant,lisa_p
05037,Sarria-Sant Gervasi,0.0,-0.777403842610842,0.43692054608069064,ns,ns,0.134
07047,Horta-Guinardo,0.0,-0.7782895348238484,0.43639834360364227,ns,ns,0.139
06027,Gracia,0.0,-0.7794380326863377,0.43572172727467784,ns,ns,0.086
05044,Sarria-Sant Gervasi,0.0,-0.7810391225041782,0.4347794851264648,ns,ns,0.1
07027,Horta-Guinardo,0.0002006201296262148,-0.7811525863961248,0.43471275624037986,ns,ns,0.121
08072,Nou Barris,0.0,-0.782594410928926,0.4338653246158688,ns,ns,0.127
09047,Sant Andreu,0.0,-0.7845854556639016,0.4326966603012439,ns,ns,0.185
05096,Sarria-Sant Gervasi,5.8194065969589965e-05,-0.7847468489814647,0.43260200872663246,ns,ns,0.137
03103,Sants-Montjuic,0.0,-0.7849084228972928,0.43250726324467736,ns,ns,0.103
03102,Sants-Montjuic,0.0,-0.7849084228972928,0.43250726324467736,ns,ns,0.1
08004,Nou Barris,0.00022224726416748052,-0.7855265860374948,0.43214488889953295,ns,ns,0.19
07037,Horta-Guinardo,0.00080376107252375,-0.785815730191263,0.4319754496542947,ns,ns,0.126
08094,Nou Barris,0.00010215975395150513,-0.7859758161091864,0.4318816554353917,ns,ns,0.089
03073,Sants-Montjuic,0.000746136141673667,-0.7867757020740491,0.4314131796600358,ns,ns,0.099
05093,Sarria-Sant Gervasi,0.00020019327828658457,-0.7883308128201416,0.4305032288129502,ns,ns,0.117
07017,Horta-Guinardo,0.0,-0.7889288489135015,0.4301535932911593,ns,ns,0.146
02123,Eixample,0.00016433776575764406,-0.7894011176979896,0.4298776028475322,ns,ns,0.153
03104,Sants-Montjuic,0.00029708853238265005,-0.789825195790183,0.42962986235583456,ns,ns,0.146
08090,Nou Barris,0.00024672007430628126,-0.7902257822061086,0.4293959215722931,ns,ns,0.111
07031,Horta-Guinardo,0.0,-0.7904008608993774,0.4292936996025871,ns,ns,0.111
07050,Horta-Guinardo,0.0,-0.7904008608993774,0.4292936996025871,ns,ns,0.113
07020,Horta-Guinardo,0.0,-0.7913998393256754,0.42871070371467734,ns,ns,0.123
03072,Sants-Montjuic,0.0,-0.7923267265253332,0.4281701917465517,ns,ns,0.126
09044,Sant Andreu,0.0,-0.7923889406202616,0.4281339259606478,ns,ns,0.153
08115,Nou Barris,0.0,-0.7929361093450764,0.42781504785583224,ns,ns,0.092
05090,Sarria-Sant Gervasi,0.0,-0.7930917708551444,0.4277243569636673,ns,ns,0.098
05091,Sarria-Sant Gervasi,0.00011382702390139847,-0.7930917708551444,0.4277243569636673,ns,ns,0.084
03061,Sants-Montjuic,0.0,-0.7935698740646384,0.42744587636994247,ns,ns,0.082
03062,Sants-Montjuic,0.0,-0.7935698740646384,0.42744587636994247,ns,ns,0.111
03068,Sants-Montjuic,0.0,-0.7935698740646384,0.42744587636994247,ns,ns,0.098
03067,Sants-Montjuic,0.0,-0.7935698740646384,0.42744587636994247,ns,ns,0.104
06002,Gracia,0.0,-0.7940924519912946,0.42714161144056817,ns,ns,0.1
03090,Sants-Montjuic,0.0,-0.7950858071445867,0.42656359000902655,ns,ns,0.178
09036,Sant Andreu,0.00021257196713586163,-0.7962608477505475,0.42588043718508173,ns,ns,0.102
06025,Gracia,0.0,-0.7970500206825833,0.42542198125337505,ns,ns,0.083
03095,Sants-Montjuic,0.00012336003715314057,-0.7979498422032573,0.42489959775046326,ns,ns,0.138
05086,Sarria-Sant Gervasi,0.0,-0.801475255040226,0.42285656381407355,ns,ns,0.096
06003,Gracia,0.0,-0.8019867142875917,0.422560643482798,ns,ns,0.083
07001,Horta-Guinardo,0.0005741150518026786,-0.8037133686642143,0.4215625315397262,ns,ns,0.143
03085,Sants-Montjuic,0.00016504918465702777,-0.8069303492932755,0.419706612385371,ns,ns,0.091
06062,Gracia,0.0,-0.8069303492932755,0.419706612385371,ns,ns,0.128
06031,Gracia,0.0009167343937458881,-0.8069303492932755,0.419706612385371,ns,ns,0.074
06051,Gracia,0.0,-0.8071160161855254,0.4195996454678763,ns,ns,0.13
06052,Gracia,0.001652768387048306,-0.8071160161855254,0.4195996454678763,ns,ns,0.098
03088,Sants-Montjuic,0.0,-0.8075498607203606,0.419349760255199,ns,ns,0.164
08111,Nou Barris,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.085
07079,Horta-Guinardo,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.076
06085,Gracia,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.085
07049,Horta-Guinardo,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.099
06019,Gracia,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.095
08112,Nou Barris,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.083
07065,Horta-Guinardo,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.098
07068,Horta-Guinardo,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.089
07073,Horta-Guinardo,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.084
03066,Sants-Montjuic,0.0,-0.8081242252559804,0.41901907316785625,ns,ns,0.088
07013,Horta-Guinardo,6.758479544145535e-05,-0.8089761769081012,0.4185288495245296,ns,ns,0.155
07030,Horta-Guinardo,0.0008685001923676703,-0.8104216244119866,0.4176978936398803,ns,ns,0.065
06054,Gracia,0.0,-0.8107820805451869,0.4174908268847184,ns,ns,0.107
08084,Nou Barris,0.0,-0.812295996304628,0.4166218073533452,ns,ns,0.105
07060,Horta-Guinardo,0.0,-0.8180502122010455,0.41332851633252865,ns,ns,0.135
04033,Les Corts,5.890548486897371e-05,-0.8186194267556269,0.4130035797148963,ns,ns,0.095
03083,Sants-Montjuic,0.00017130967097160472,-0.8204744760896193,0.41194567392042103,ns,ns,0.117
06039,Gracia,0.0,-0.8220647689353447,0.4110400354613708,ns,ns,0.133
06015,Gracia,0.0,-0.8225230891954152,0.4107792512760322,ns,ns,0.129
10023,Sant Marti,0.00010215975395150513,-0.8232435640072532,0.4103694998854628,ns,ns,0.108
07002,Horta-Guinardo,0.0005368367014749706,-0.8246427718063847,0.4095744308508522,ns,ns,0.16
07033,Horta-Guinardo,0.0,-0.8258429192112501,0.40889320396471174,ns,ns,0.136
08097,Nou Barris,8.679310572481635e-05,-0.8339052883762096,0.4043343569472089,ns,ns,0.133
08009,Nou Barris,0.0010358259175027261,-0.835641710136219,0.40335649644237614,ns,ns,0.111
08070,Nou Barris,0.0,-0.8383917754847928,0.4018107070496837,ns,ns,0.119
05083,Sarria-Sant Gervasi,0.00014740599595231102,-0.8430377550932794,0.3992073286900659,ns,ns,0.093
06018,Gracia,0.0,-0.8432686735450177,0.3990781986962819,ns,ns,0.133
03093,Sants-Montjuic,0.0,-0.8449842182125609,0.39811965055835286,ns,ns,0.094
08091,Nou Barris,0.0,-0.8453965821178423,0.39788945217722316,ns,ns,0.121
05078,Sarria-Sant Gervasi,0.0,-0.8484347157590107,0.39619591580012914,ns,ns,0.105
06079,Gracia,0.0,-0.8495334635433301,0.3955845178397177,ns,ns,0.097
06077,Gracia,0.0,-0.8495967227101162,0.3955493346546999,ns,ns,0.14
08096,Nou Barris,0.0,-0.8512046611969312,0.3946556739808811,ns,ns,0.088
04037,Les Corts,0.0,-0.8531092129115977,0.39359874285603613,ns,ns,0.115
03099,Sants-Montjuic,0.0,-0.8536248666627044,0.393312875901886,ns,ns,0.081
05081,Sarria-Sant Gervasi,0.0,-0.8545826501023508,0.39278223595785566,ns,ns,0.085
06040,Gracia,0.0,-0.8553035623687514,0.39238311591507413,ns,ns,0.071
09070,Sant Andreu,0.0,-0.8564054562645559,0.39177354769838146,ns,ns,0.103
06049,Gracia,0.0,-0.85731181796801,0.39127257894340994,ns,ns,0.07
03096,Sants-Montjuic,0.0,-0.8581769126876906,0.3907947824267721,ns,ns,0.105
06017,Gracia,0.0004211599884351744,-0.8591908782791902,0.3902352150911965,ns,ns,0.088
07082,Horta-Guinardo,0.0,-0.8592376835939657,0.39020939686156964,ns,ns,0.085
07083,Horta-Guinardo,0.0,-0.8592376835939657,0.39020939686156964,ns,ns,0.112
05098,Sarria-Sant Gervasi,0.0,-0.8608339893267097,0.3893294820293236,ns,ns,0.081
06022,Gracia,0.0003670921520820101,-0.8621979774783802,0.38857858248185817,ns,ns,0.093
06086,Gracia,0.0,-0.8630276223658999,0.3881222799750925,ns,ns,0.075
07046,Horta-Guinardo,0.00027659966808039833,-0.863913566124072,0.38763537383402125,ns,ns,0.095
07038,Horta-Guinardo,8.266687610839064e-05,-0.8654826800541483,0.3867739181943204,ns,ns,0.127
06020,Gracia,0.0,-0.8659730639114792,0.3865049334306385,ns,ns,0.114
07029,Horta-Guinardo,0.0,-0.866197278384342,0.38638198562180426,ns,ns,0.107
03091,Sants-Montjuic,0.0,-0.8671059260443944,0.3858839739344586,ns,ns,0.089
05088,Sarria-Sant Gervasi,0.0,-0.8671265235377201,0.38587268940448505,ns,ns,0.065
06030,Gracia,0.0,-0.871922859183453,0.3832504621905022,ns,ns,0.105
06028,Gracia,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.095
06080,Gracia,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.077
07069,Horta-Guinardo,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.082
06083,Gracia,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.089
07077,Horta-Guinardo,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.09
07072,Horta-Guinardo,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.083
07080,Horta-Guinardo,0.0,-0.8732851740421133,0.3825076595548378,ns,ns,0.076
09033,Sant Andreu,0.0,-0.8834887662772102,0.3769722494307546,ns,ns,0.093
03086,Sants-Montjuic,0.0,-0.8835560923033963,0.37693589014640927,ns,ns,0.095
07022,Horta-Guinardo,0.0,-0.8870643747024511,0.37504424290761573,ns,ns,0.102
06081,Gracia,0.0,-0.8876715774253645,0.3747174389764889,ns,ns,0.08
07062,Horta-Guinardo,0.0,-0.8877197681176592,0.37469150969887455,ns,ns,0.099
05041,Sarria-Sant Gervasi,0.0,-0.8923267983010336,0.3722177944280125,ns,ns,0.092
07070,Horta-Guinardo,0.0,-0.8933836683781959,0.37165174553052704,ns,ns,0.137
04032,Les Corts,0.00011638813193917993,-0.8936900876311478,0.37148773037385485,ns,ns,0.116
06042,Gracia,0.0,-0.8941484064697737,0.37124249267696774,ns,ns,0.091
03063,Sants-Montjuic,0.00018624946785866325,-0.8941491595728305,0.371242089788526,ns,ns,0.117
03078,Sants-Montjuic,0.0,-0.8946982324033438,0.3709484238482048,ns,ns,0.099
07063,Horta-Guinardo,0.0,-0.8966639606075577,0.36989825698775913,ns,ns,0.099
07102,Horta-Guinardo,0.0,-0.8986686934070176,0.3688291571916871,ns,ns,0.084
06026,Gracia,0.0,-0.8995554021452403,0.3683568998913189,ns,ns,0.08
07085,Horta-Guinardo,0.0,-0.9000565853451052,0.36809013840891724,ns,ns,0.098
07084,Horta-Guinardo,0.0001940750757518844,-0.9005282528614522,0.3678391969329413,ns,ns,0.129
07066,Horta-Guinardo,0.0,-0.9011711763464154,0.3674973136981017,ns,ns,0.101
03087,Sants-Montjuic,0.00022594664244427595,-0.9011938856832604,0.36748524132261506,ns,ns,0.082
03098,Sants-Montjuic,0.0,-0.9088562057581195,0.3634260334156112,ns,ns,0.092
06021,Gracia,0.0,-0.9091549880503468,0.36326832020710276,ns,ns,0.085
08065,Nou Barris,0.0,-0.9110896901692962,0.3622481181983923,ns,ns,0.12
05082,Sarria-Sant Gervasi,0.0,-0.912113896557242,0.36170876369462013,ns,ns,0.086
04031,Les Corts,0.0,-0.9124079161127587,0.36155402390235736,ns,ns,0.098
07081,Horta-Guinardo,0.0,-0.9132030062031025,0.36113578317587924,ns,ns,0.102
03097,Sants-Montjuic,0.0,-0.9177080935268187,0.35877170929126123,ns,ns,0.104
05085,Sarria-Sant Gervasi,8.508570036629537e-05,-0.9220990080007062,0.35647693436751293,ns,ns,0.077
08099,Nou Barris,0.0,-0.9236264734522958,0.3556808255459569,ns,ns,0.105
03094,Sants-Montjuic,0.0,-0.924644689353453,0.35515075897039905,ns,ns,0.103
06036,Gracia,0.0,-0.9271783069685687,0.3538339640060193,ns,ns,0.091
06050,Gracia,0.0002206821425888363,-0.927195552183454,0.3538250117501476,ns,ns,0.09
05080,Sarria-Sant Gervasi,0.0,-0.9282577784759702,0.35327386973394814,ns,ns,0.075
08109,Nou Barris,0.0,-0.9336540818360147,0.35048235833323815,ns,ns,0.105
06082,Gracia,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.09
06035,Gracia,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.103
05087,Sarria-Sant Gervasi,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.072
06084,Gracia,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.099
07078,Horta-Guinardo,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.086
07074,Horta-Guinardo,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.097
01049,Ciutat Vella,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.079
03060,Sants-Montjuic,0.0,-0.9340213852744177,0.35029286184276764,ns,ns,0.082
03058,Sants-Montjuic,0.0,-0.9362917269900981,0.3491230065217976,ns,ns,0.128
05071,Sarria-Sant Gervasi,0.00017330164388987916,-0.9368942753760351,0.34881294417644026,ns,ns,0.099
03082,Sants-Montjuic,0.00048106145976328535,-0.937127251822832,0.34869310490704164,ns,ns,0.094
05038,Sarria-Sant Gervasi,0.0,-0.9390269889573002,0.34771688771673137,ns,ns,0.09
05042,Sarria-Sant Gervasi,0.0,-0.9422543697154329,0.3460624237800647,ns,ns,0.1
06088,Gracia,0.0,-0.9457544868756612,0.3442738243831358,ns,ns,0.107
05089,Sarria-Sant Gervasi,0.0,-0.9590094760175127,0.3375539714589286,ns,ns,0.083
03101,Sants-Montjuic,0.0,-0.9628277856468527,0.33563395431997867,ns,ns,0.079
06037,Gracia,0.00010102148371249114,-0.9702553069972593,0.33191924875768253,ns,ns,0.083
07026,Horta-Guinardo,0.0001558007389650392,-0.973074654687861,0.3305161997177146,ns,ns,0.096
03092,Sants-Montjuic,0.0,-0.9767100685135245,0.3287127091146651,ns,ns,0.096
06041,Gracia,0.0,-0.9800738174727048,0.3270496822676918,ns,ns,0.083
09038,Sant Andreu,0.0,-0.9807197336457141,0.32673096976206883,ns,ns,0.085
03100,Sants-Montjuic,8.537026792604885e-05,-0.9818102392327143,0.3261933428392103,ns,ns,0.065
06029,Gracia,0.0,-0.9896591261968831,0.32234075967126996,ns,ns,0.075
07076,Horta-Guinardo,0.0,-0.9911469153977908,0.32161384717095265,ns,ns,0.079
05077,Sarria-Sant Gervasi,0.0,-0.9911469153977908,0.32161384717095265,ns,ns,0.08
05075,Sarria-Sant Gervasi,0.0,-0.9968209947465648,0.3188514056417855,ns,ns,0.1
04034,Les Corts,0.0002706237493255749,-1.0102041973014522,0.31239746875539964,ns,ns,0.087
06001,Gracia,7.854064649196495e-05,-1.0185223193278294,0.30842979950297655,ns,ns,0.079
06087,Gracia,0.0,-1.028393617666186,0.3037647095244116,ns,ns,0.065
05092,Sarria-Sant Gervasi,0.0,-1.0445476015982462,0.29623210781364007,ns,ns,0.083
07016,Horta-Guinardo,0.0008337829500777439,-1.0570048339621074,0.2905093812847772,ns,ns,0.09
06024,Gracia,0.00014171464475724112,-1.1179077976284164,0.2636063743889139,ns,ns,0.092
07061,Horta-Guinardo,0.0005514919308022757,-1.1635280536702488,0.2446153228085448,ns,ns,0.085
