key,district_lbl,priority,gi_z,gi_p,hotspot,lisa_quadrant,lisa_p
08032,Nou Barris,0.00015082080666935297,-0.4784457332841281,0.6323329897011463,ns,ns,0.5
02136,Eixample,5.7624930850082984e-05,-0.47910064552096343,0.6318670305428102,ns,ns,0.519
07119,Horta-Guinardo,0.0,-0.47956408912079235,0.6315373864467537,ns,ns,0.547
05018,Sarria-Sant Gervasi,0.00031188604548983183,-0.48120169807566837,0.630373154120013,ns,ns,0.504
08081,Nou Barris,0.00028172188415596125,-0.4836589261988819,0.6286279476200136,ns,ns,0.493
02042,Eixample,0.0018286311389759666,-0.4847026903462631,0.6278872578190233,ns,ns,0.404
02155,Eixample,0.0015067852288947622,-0.4853299840710833,0.627442289492752,ns,ns,0.399
10033,Sant Marti,0.00014512945547428304,-0.48558885591856815,0.6272586992444631,ns,ns,0.5
07040,Horta-Guinardo,0.00035385976055347256,-0.48613839168067663,0.6268690485197548,ns,ns,0.478
02030,Eixample,0.00039839458365489465,-0.4865853187468288,0.6265522296783739,ns,ns,0.499
03017,Sants-Montjuic,0.0,-0.4871587337640202,0.6261458466255099,ns,ns,0.513
01025,Ciutat Vella,0.0,-0.4883482669209424,0.6253031786094774,ns,ns,0.524
10126,Sant Marti,0.0001200875102159754,-0.48874027239740486,0.6250255881941738,ns,ns,0.508
02045,Eixample,0.00032511843701836935,-0.4891213260239308,0.6247558040706194,ns,ns,0.489
05013,Sarria-Sant Gervasi,0.0,-0.4929421610358536,0.6220534559012665,ns,ns,0.505
06011,Gracia,0.0009493173793376634,-0.4933766518988307,0.6217464765587903,ns,ns,0.401
06013,Gracia,0.0,-0.49361014416393245,0.6215815352462026,ns,ns,0.475
06012,Gracia,0.0009424877579035794,-0.49368367079557995,0.6215295992203826,ns,ns,0.42
09089,Sant Andreu,0.0010856252404595878,-0.4937848125360502,0.6214581601588267,ns,ns,0.421
06071,Gracia,4.8803336497724596e-05,-0.49852408172712637,0.6181146999249068,ns,ns,0.479
04001,Les Corts,0.000707150385987438,-0.4986184803917024,0.6180481834997145,ns,ns,0.454
09094,Sant Andreu,0.0014592624464159283,-0.49988107652982383,0.6171588176021943,ns,ns,0.36
07028,Horta-Guinardo,0.0,-0.5003051546220173,0.6168602251230924,ns,ns,0.481
08016,Nou Barris,0.00013033194236710126,-0.5006032225884431,0.6166503940101884,ns,ns,0.527
10026,Sant Marti,0.0009651108789039823,-0.500759454947762,0.6165404235125005,ns,ns,0.401
02033,Eixample,0.00013317761796463622,-0.5008207022329453,0.6164973144681531,ns,ns,0.474
10018,Sant Marti,0.0015345305659707283,-0.502971328838209,0.6149844301973952,ns,ns,0.408
10017,Sant Marti,0.0006509482929361225,-0.50310549627807,0.6148901026383418,ns,ns,0.379
02032,Eixample,0.0006971905213960657,-0.5082780145708047,0.6112583861109762,ns,ns,0.452
08083,Nou Barris,0.0003591242604089122,-0.5125552286033329,0.6082624780121912,ns,ns,0.465
07057,Horta-Guinardo,0.003337408340789003,-0.513203644365265,0.6078088769587597,ns,ns,0.233
03112,Sants-Montjuic,0.0011344285769573125,-0.5139619029747607,0.6072786264791481,ns,ns,0.376
04016,Les Corts,0.0005412474986511498,-0.5150129539103631,0.606543967960965,ns,ns,0.418
09073,Sant Andreu,0.0,-0.5175041859593441,0.6048042475985431,ns,ns,0.466
03001,Sants-Montjuic,0.0009501710820169237,-0.5180296912480121,0.6044375536428699,ns,ns,0.394
09021,Sant Andreu,0.0005557604441985782,-0.5198609375552111,0.6031605030397571,ns,ns,0.423
08006,Nou Barris,0.0006772707922133209,-0.5203675205269791,0.6028074432713659,ns,ns,0.416
09066,Sant Andreu,0.0004046550699694716,-0.5221875352318331,0.6015397638561266,ns,ns,0.389
07115,Horta-Guinardo,0.0,-0.5223256314369273,0.6014436259908411,ns,ns,0.495
09065,Sant Andreu,0.0007694706815734537,-0.5229644181389905,0.6009990147327307,ns,ns,0.385
06006,Gracia,0.00266113353503482,-0.5233440611846305,0.6007348441816376,ns,ns,0.201
08079,Nou Barris,0.0003286755315152881,-0.5235305101348272,0.6006051248892608,ns,ns,0.425
09072,Sant Andreu,0.0,-0.524520072591687,0.5999168624294775,ns,ns,0.466
02124,Eixample,5.563295793180851e-05,-0.5262380089968955,0.5987228483626159,ns,ns,0.456
02031,Eixample,0.0002006201296262148,-0.5272437516147609,0.5980243295506498,ns,ns,0.443
10007,Sant Marti,0.0001698868331728372,-0.5284894410984166,0.5971596737696594,ns,ns,0.434
08057,Nou Barris,0.001626303603991231,-0.5299535838829128,0.596144113124679,ns,ns,0.404
10032,Sant Marti,0.0,-0.5305130407292984,0.5957562698405574,ns,ns,0.46
08024,Nou Barris,0.00027574596540113787,-0.5309136399818362,0.5954786252415132,ns,ns,0.404
08089,Nou Barris,0.00019763217024880314,-0.5313790355019465,0.5951561462312189,ns,ns,0.401
02048,Eixample,0.0002804413301370705,-0.5317640385520047,0.5948894325441616,ns,ns,0.421
05001,Sarria-Sant Gervasi,0.0,-0.5338819832135362,0.5934231879235254,ns,ns,0.321
07010,Horta-Guinardo,0.0005657203087899504,-0.5341735731667404,0.5932214510269151,ns,ns,0.417
03114,Sants-Montjuic,0.0011866467241720793,-0.5343972628839211,0.5930667122952797,ns,ns,0.382
05016,Sarria-Sant Gervasi,0.0006675954951817021,-0.5345696950471531,0.5929474439145097,ns,ns,0.384
08047,Nou Barris,0.000732050047465869,-0.5365831077814759,0.5915556150028074,ns,ns,0.401
09061,Sant Andreu,0.00015423561738639495,-0.5371031867262179,0.5911963396931625,ns,ns,0.422
09032,Sant Andreu,0.0,-0.5387408634043123,0.5900656734065337,ns,ns,0.408
07117,Horta-Guinardo,0.00543950890468808,-0.5391689656646126,0.589770272176229,ns,ns,0.145
06056,Gracia,0.0004033745159505809,-0.5406557549798622,0.5887448802806257,ns,ns,0.331
03002,Sants-Montjuic,0.0,-0.5429734723240508,0.587148067310024,ns,ns,0.437
03034,Sants-Montjuic,0.0,-0.5434329460649282,0.5868317469268054,ns,ns,0.419
03049,Sants-Montjuic,0.0,-0.5435288597000567,0.5867657260469354,ns,ns,0.422
08102,Nou Barris,0.0006210686991620054,-0.5435410234917114,0.5867573535080288,ns,ns,0.379
04004,Les Corts,0.00021698276431204085,-0.5446315705367721,0.5860069370057954,ns,ns,0.415
08029,Nou Barris,0.007617019871921832,-0.5461283571352692,0.5849777085270551,ns,ns,0.189
04005,Les Corts,0.0002618021549732165,-0.5471444647225111,0.5842794862854492,ns,ns,0.399
02028,Eixample,0.0018624946785866325,-0.5473199940247375,0.5841589099449744,ns,ns,0.264
08014,Nou Barris,0.0005199049316696376,-0.5505776848238599,0.5819232096170248,ns,ns,0.403
10016,Sant Marti,0.0003777634355727662,-0.558658463491594,0.5763948319832071,ns,ns,0.376
07094,Horta-Guinardo,0.0018817029888699936,-0.5595587191379836,0.5757804688409396,ns,ns,0.293
08018,Nou Barris,0.00010472086198928659,-0.5604504454109324,0.5751722314355621,ns,ns,0.426
03037,Sants-Montjuic,0.0,-0.5615009175705445,0.5744561049722281,ns,ns,0.399
08105,Nou Barris,0.0005506382281230152,-0.5618253924054455,0.5742349897623669,ns,ns,0.374
03056,Sants-Montjuic,0.0003073329645337759,-0.5618899536872565,0.5741909989191658,ns,ns,0.38
04009,Les Corts,0.0005051074185624557,-0.5619334649303849,0.574161352076582,ns,ns,0.372
10002,Sant Marti,0.000672717711257265,-0.5635091731698032,0.5730882154550474,ns,ns,0.33
09081,Sant Andreu,0.0,-0.564765024635423,0.5722335993659029,ns,ns,0.44
09086,Sant Andreu,0.0005378326879341078,-0.5658160924222848,0.5715188058053253,ns,ns,0.36
07036,Horta-Guinardo,0.0009476099739791424,-0.5665987971686626,0.5709867923719956,ns,ns,0.278
08035,Nou Barris,0.0017924910588872725,-0.568764852095884,0.5695157302160481,ns,ns,0.26
04042,Les Corts,0.00028542126243275663,-0.5699102916011635,0.568738544246489,ns,ns,0.335
08086,Nou Barris,0.0016292915633686423,-0.5720571328999811,0.5672832692022236,ns,ns,0.251
04015,Les Corts,0.0010048080534895952,-0.5729016301263359,0.5667113007947711,ns,ns,0.3
07005,Horta-Guinardo,0.0010893246187363833,-0.574031551472547,0.5659464506308918,ns,ns,0.265
03089,Sants-Montjuic,0.0,-0.5767163163245114,0.564131108393916,ns,ns,0.424
05069,Sarria-Sant Gervasi,0.0,-0.5805693348953959,0.5615307445854658,ns,ns,0.39
01047,Ciutat Vella,0.0,-0.5820654831692242,0.5605225737763866,ns,ns,0.394
05063,Sarria-Sant Gervasi,0.0009766358650739988,-0.584099130384061,0.5591536198594005,ns,ns,0.287
08077,Nou Barris,0.0005830789299349138,-0.5851882400299216,0.558421151387444,ns,ns,0.332
10004,Sant Marti,0.0004849031218199575,-0.585215145731936,0.5584030621639913,ns,ns,0.37
08071,Nou Barris,0.0,-0.586357598707022,0.5576352318703155,ns,ns,0.341
07035,Horta-Guinardo,0.0006249103612186776,-0.5870333884125742,0.5571812829075169,ns,ns,0.349
08051,Nou Barris,0.00016590288733628827,-0.5896730820758019,0.5554098450484171,ns,ns,0.4
09042,Sant Andreu,0.0006169424695455798,-0.5898533671334112,0.5552889603038349,ns,ns,0.318
09055,Sant Andreu,0.0006340165231307895,-0.5909156231253854,0.5545769574564829,ns,ns,0.381
08101,Nou Barris,0.0005736882004630483,-0.5914144774743982,0.5542427423725271,ns,ns,0.344
10019,Sant Marti,0.00011838010485745441,-0.5916213021102117,0.5541042059591621,ns,ns,0.33
09005,Sant Andreu,0.0007188176559373313,-0.5936978042961205,0.5527142519014716,ns,ns,0.39
05048,Sarria-Sant Gervasi,0.000149682536430339,-0.5946010893449921,0.5521101517395848,ns,ns,0.345
06047,Gracia,7.327614663652526e-05,-0.594855171142173,0.5519402850207866,ns,ns,0.303
07006,Horta-Guinardo,0.00039640261073662026,-0.5952504565810571,0.5516760674616203,ns,ns,0.344
08062,Nou Barris,0.00021285653469561516,-0.5954249890780212,0.5515594258485377,ns,ns,0.351
09084,Sant Andreu,0.001120057915189761,-0.5955588727846385,0.5514699583970106,ns,ns,0.28
03055,Sants-Montjuic,0.0012037207777572888,-0.5976599911957928,0.5500668263680857,ns,ns,0.252
08007,Nou Barris,0.0005685659843874854,-0.598726138176879,0.5493555239923058,ns,ns,0.252
05015,Sarria-Sant Gervasi,0.00011866467241720791,-0.601550282716681,0.5474735315979966,ns,ns,0.306
08080,Nou Barris,0.0,-0.6017944494917951,0.547310970271552,ns,ns,0.31
10024,Sant Marti,0.00011638813193917993,-0.602077979422232,0.5471222317195943,ns,ns,0.345
10003,Sant Marti,0.00012449830739215458,-0.6022285221534052,0.547022032404826,ns,ns,0.314
08067,Nou Barris,0.0,-0.602442995130982,0.5468792976259755,ns,ns,0.373
08058,Nou Barris,0.0017405574792322596,-0.6024609003777639,0.5468673822667527,ns,ns,0.284
08043,Nou Barris,0.00041433036700109046,-0.6027075124325348,0.5467032830448835,ns,ns,0.238
10038,Sant Marti,0.0007700398166929608,-0.6041657346555788,0.5457334596100258,ns,ns,0.338
09085,Sant Andreu,0.0008776063542797824,-0.605640369839797,0.5447535888905681,ns,ns,0.299
08076,Nou Barris,0.00039099582710130383,-0.6071795173140442,0.5437317838099771,ns,ns,0.354
04010,Les Corts,0.0001225063344738801,-0.6074654200992585,0.5435420845082681,ns,ns,0.278
08075,Nou Barris,0.0012599228708086044,-0.6085800020697744,0.5428028630821975,ns,ns,0.249
10006,Sant Marti,0.00048789108119736926,-0.6086341114585546,0.5427669890000781,ns,ns,0.333
08044,Nou Barris,0.0004766506625871061,-0.6097847693771421,0.5420043920085447,ns,ns,0.29
07089,Horta-Guinardo,0.0012503898575568623,-0.6100973505783281,0.54179732159951,ns,ns,0.293
08087,Nou Barris,0.00025781820913666756,-0.6112541626988444,0.5410313313033275,ns,ns,0.329
09030,Sant Andreu,0.0,-0.6115237380403127,0.5408529080897553,ns,ns,0.325
10010,Sant Marti,0.0011792479676184882,-0.6124930862841049,0.540211570867315,ns,ns,0.245
07113,Horta-Guinardo,0.0,-0.6135912226861525,0.5394854851204434,ns,ns,0.289
04008,Les Corts,0.00015878869834245088,-0.6138808980499113,0.5392940338086265,ns,ns,0.291
08215,Nou Barris,0.003273949774963974,-0.6149620887314098,0.5385797574624194,ns,ns,0.225
10025,Sant Marti,0.0002744654113822471,-0.6160425643502929,0.5378664278014345,ns,ns,0.345
09056,Sant Andreu,0.0,-0.616300150975387,0.5376964392404768,ns,ns,0.349
01037,Ciutat Vella,0.0,-0.6173098257366089,0.5370303870952631,ns,ns,0.324
07110,Horta-Guinardo,0.000935942704029249,-0.6173610446678562,0.5369966105598742,ns,ns,0.212
02034,Eixample,0.0005698465384063762,-0.6178556593097406,0.5366704898589869,ns,ns,0.273
06014,Gracia,0.0,-0.6206887652788361,0.5348044228167024,ns,ns,0.275
05072,Sarria-Sant Gervasi,0.00013801526648044563,-0.6210997645085432,0.534533984202157,ns,ns,0.313
07042,Horta-Guinardo,0.00012777083432931978,-0.6218307537426611,0.5340531618692712,ns,ns,0.274
10072,Sant Marti,0.000562590065632662,-0.6230649271439131,0.5332418563797632,ns,ns,0.228
03080,Sants-Montjuic,0.0003329440449115906,-0.6243288428692517,0.5324116456133476,ns,ns,0.198
07120,Horta-Guinardo,0.0,-0.6247764170671859,0.5321178107330646,ns,ns,0.321
08074,Nou Barris,0.0014117396639370945,-0.6253788797367454,0.5317224204604387,ns,ns,0.263
09026,Sant Andreu,0.0,-0.6269256328257737,0.5307079840321072,ns,ns,0.353
08073,Nou Barris,0.00035314834165408877,-0.6271892780144661,0.5305351706430455,ns,ns,0.309
07118,Horta-Guinardo,0.0,-0.6276620211114321,0.5302253699161223,ns,ns,0.342
02134,Eixample,0.0003235533154397252,-0.6295550355187552,0.5289857501415971,ns,ns,0.262
02121,Eixample,0.0009544395954132263,-0.6308753981296941,0.5281219990171337,ns,ns,0.295
09078,Sant Andreu,0.0005605980927143875,-0.6331185954454397,0.5266561997907968,ns,ns,0.166
10005,Sant Marti,0.0007145491425410291,-0.6333861692773408,0.5264814946066885,ns,ns,0.262
07107,Horta-Guinardo,0.00023562193947589485,-0.6342391998309251,0.5259247287784223,ns,ns,0.273
08100,Nou Barris,0.0,-0.6351395080876103,0.5253374318389792,ns,ns,0.253
09020,Sant Andreu,0.00012520972629153832,-0.6355067292700488,0.5250979792940638,ns,ns,0.257
09034,Sant Andreu,0.0,-0.6363812736870164,0.5245279434026102,ns,ns,0.235
08049,Nou Barris,5.8336349749466725e-05,-0.6367847556760862,0.5242650571271426,ns,ns,0.303
07059,Horta-Guinardo,0.0008566906386379003,-0.6377304651281608,0.5236491504936878,ns,ns,0.166
09071,Sant Andreu,0.00016718344135517902,-0.6381401727233501,0.5233824379053507,ns,ns,0.3
03052,Sants-Montjuic,9.988321347347717e-05,-0.638159449000268,0.5233698910982185,ns,ns,0.305
05047,Sarria-Sant Gervasi,0.0,-0.6387645023021827,0.522976144186194,ns,ns,0.266
03071,Sants-Montjuic,9.461871361803747e-05,-0.6406125526781551,0.521774441940432,ns,ns,0.157
07086,Horta-Guinardo,0.0,-0.6406533669010737,0.5217479183650555,ns,ns,0.144
07008,Horta-Guinardo,0.0002740385600426169,-0.6418929340208672,0.5209427024301072,ns,ns,0.267
06016,Gracia,0.00013203934772562222,-0.6428457593074536,0.5203241877087263,ns,ns,0.217
08045,Nou Barris,0.00016177665771986257,-0.6439629821001029,0.5195994388013574,ns,ns,0.265
09068,Sant Andreu,0.0007017436023521217,-0.6456279161362404,0.5185203537590923,ns,ns,0.293
07009,Horta-Guinardo,7.967891673097893e-05,-0.6458693383688501,0.5183639782218794,ns,ns,0.238
10013,Sant Marti,0.000970375378759422,-0.6461626403869247,0.5181740315853116,ns,ns,0.25
07101,Horta-Guinardo,0.0,-0.646332590413451,0.5180639859563336,ns,ns,0.304
06023,Gracia,0.0,-0.6466441011409311,0.5178623086694596,ns,ns,0.243
03079,Sants-Montjuic,0.00015594302274491592,-0.648750232990904,0.5164998297867167,ns,ns,0.188
02133,Eixample,1.6647202245579528e-05,-0.6494110190847584,0.5160727435361228,ns,ns,0.263
04038,Les Corts,0.0,-0.6498215601747053,0.5158074905586423,ns,ns,0.231
10020,Sant Marti,0.0,-0.6509061000874733,0.5151071034491035,ns,ns,0.263
07007,Horta-Guinardo,0.00045601951450497763,-0.6509867273241768,0.5150550547632362,ns,ns,0.281
07039,Horta-Guinardo,0.0005082376617197442,-0.6510016691573106,0.5150454094049195,ns,ns,0.331
07014,Horta-Guinardo,0.0,-0.6531694576240843,0.5136470380354119,ns,ns,0.215
05074,Sarria-Sant Gervasi,0.0,-0.6536190230884114,0.5133572852465389,ns,ns,0.312
05073,Sarria-Sant Gervasi,0.0006253372125583079,-0.6572234570809687,0.5110372448686826,ns,ns,0.133
03059,Sants-Montjuic,0.0,-0.659210233588019,0.5097607763105763,ns,ns,0.114
03076,Sants-Montjuic,0.0,-0.659210233588019,0.5097607763105763,ns,ns,0.118
08110,Nou Barris,0.0,-0.659210233588019,0.5097607763105763,ns,ns,0.122
01038,Ciutat Vella,0.0,-0.6593785337068794,0.5096527231955559,ns,ns,0.254
10021,Sant Marti,7.996348429073243e-05,-0.6601568412572186,0.5091531851875173,ns,ns,0.223
07003,Horta-Guinardo,0.001083917835101067,-0.6613449667702526,0.5083911102601868,ns,ns,0.236
07051,Horta-Guinardo,0.0,-0.6630548857291599,0.5072954028572849,ns,ns,0.206
10031,Sant Marti,0.0009413494876645653,-0.6638086856025172,0.5068127659241246,ns,ns,0.255
09057,Sant Andreu,0.00030960950501180383,-0.6642177902056607,0.506550928778176,ns,ns,0.268
02043,Eixample,0.0005541953226199338,-0.6647632630098521,0.5062019232508601,ns,ns,0.256
02044,Eixample,0.0004738049869895712,-0.6660087592460892,0.5054055016840144,ns,ns,0.275
04006,Les Corts,0.00011980294265622188,-0.6665056071321278,0.505087980912114,ns,ns,0.233
02119,Eixample,0.0,-0.6687005715843042,0.503686502840532,ns,ns,0.235
05051,Sarria-Sant Gervasi,0.001263479965305523,-0.6703990221454298,0.5026034578424594,ns,ns,0.207
03051,Sants-Montjuic,0.0,-0.6704822547569799,0.5025504148608249,ns,ns,0.268
10124,Sant Marti,0.00012464059117203133,-0.6708085360175743,0.5023425089150424,ns,ns,0.255
01048,Ciutat Vella,0.0,-0.6725214065962271,0.50125181694747,ns,ns,0.252
06075,Gracia,0.0,-0.6732526176092904,0.5007865914395535,ns,ns,0.261
09051,Sant Andreu,0.00111835050983124,-0.6740019270589824,0.5003100885285503,ns,ns,0.222
06076,Gracia,0.00041746061015837893,-0.6744272228574436,0.5000397402847154,ns,ns,0.268
01035,Ciutat Vella,0.0,-0.6745473046099373,0.4999634218212492,ns,ns,0.165
05070,Sarria-Sant Gervasi,0.00043481923130334223,-0.6746017534221258,0.49992881868627626,ns,ns,0.219
09037,Sant Andreu,0.0,-0.675796408035018,0.49916991557857315,ns,ns,0.235
07032,Horta-Guinardo,0.0,-0.6774463875540381,0.4981227749872845,ns,ns,0.197
07021,Horta-Guinardo,0.0,-0.678053466302378,0.49773779372117577,ns,ns,0.176
06034,Gracia,0.0,-0.6789696466168448,0.49715709454278656,ns,ns,0.229
04030,Les Corts,0.0,-0.6794247639337643,0.4968687634504534,ns,ns,0.281
09074,Sant Andreu,0.00298226802621664,-0.6802910555025014,0.49632018693020497,ns,ns,0.124
08023,Nou Barris,0.0005122216075562931,-0.6812032500330221,0.4957428918418394,ns,ns,0.189
04035,Les Corts,8.337829500777438e-05,-0.682704000213879,0.49479390151420866,ns,ns,0.148
09080,Sant Andreu,0.000265501533250012,-0.6847291224893544,0.4935148683271655,ns,ns,0.188
10125,Sant Marti,0.0002020429674249823,-0.685222479095283,0.49320354096523134,ns,ns,0.236
08012,Nou Barris,0.0005398246608523823,-0.6857429385720658,0.4928752246892141,ns,ns,0.219
07052,Horta-Guinardo,0.0,-0.6863001162294521,0.4925238756948018,ns,ns,0.315
04007,Les Corts,0.000246862358086158,-0.6865997932843632,0.49233495878525124,ns,ns,0.219
08008,Nou Barris,0.00012563657763116855,-0.6871765230974837,0.49197149674449014,ns,ns,0.243
06061,Gracia,0.0,-0.687300108057438,0.49189363075619985,ns,ns,0.254
04002,Les Corts,0.0014585510275165448,-0.6874665370214849,0.49178878090829836,ns,ns,0.219
07088,Horta-Guinardo,0.0003073329645337759,-0.68789224344841,0.4915206414688833,ns,ns,0.237
10014,Sant Marti,0.0007410139255981041,-0.6898041660459605,0.49031734845808495,ns,ns,0.274
09028,Sant Andreu,0.0,-0.6911827355493381,0.4894507119365521,ns,ns,0.249
06078,Gracia,0.0,-0.6914328819273509,0.48929354607961484,ns,ns,0.171
07087,Horta-Guinardo,0.0,-0.6944642508906068,0.4873911124751924,ns,ns,0.135
03077,Sants-Montjuic,0.0,-0.6955355780744082,0.48671972280456144,ns,ns,0.129
09063,Sant Andreu,0.00045132414976904495,-0.6957881671050935,0.4865615007098345,ns,ns,0.267
08088,Nou Barris,8.209774098888365e-05,-0.6970221249071824,0.48578894775309855,ns,ns,0.229
04040,Les Corts,0.00026436326301099795,-0.7008017649324537,0.4834267364735807,ns,ns,0.192
09023,Sant Andreu,0.0,-0.7027791242917238,0.4821934087922537,ns,ns,0.244
07012,Horta-Guinardo,0.0,-0.7038421321898257,0.4815310923097209,ns,ns,0.163
03050,Sants-Montjuic,0.0012011596697195073,-0.7056421758640002,0.4804106889583706,ns,ns,0.146
08085,Nou Barris,0.0,-0.7059820345038748,0.48019930989149984,ns,ns,0.205
02122,Eixample,4.9087904057478096e-05,-0.7072693778367328,0.4793990915555346,ns,ns,0.222
09058,Sant Andreu,0.0,-0.7075780084314536,0.47920735360861544,ns,ns,0.177
07071,Horta-Guinardo,0.0,-0.7079492095814688,0.47897679892339307,ns,ns,0.234
07015,Horta-Guinardo,0.0,-0.7086565203226377,0.47853765278243365,ns,ns,0.174
07105,Horta-Guinardo,0.00016689887379542554,-0.7089274760494542,0.4783694835118182,ns,ns,0.187
05084,Sarria-Sant Gervasi,9.091933534124203e-05,-0.7096941407421457,0.47789382639005895,ns,ns,0.114
05076,Sarria-Sant Gervasi,0.0,-0.7111417065819701,0.4769964274749712,ns,ns,0.22
06046,Gracia,0.0,-0.7128204022880169,0.47595689901655946,ns,ns,0.2
03033,Sants-Montjuic,0.0,-0.7159195208296045,0.47404104408964787,ns,ns,0.239
07114,Horta-Guinardo,0.0,-0.7160368846371511,0.4739685739340418,ns,ns,0.128
08108,Nou Barris,0.0,-0.7161057024734708,0.4739260829225733,ns,ns,0.202
07048,Horta-Guinardo,0.0,-0.7173624462071457,0.47315048513942903,ns,ns,0.151
09067,Sant Andreu,0.0005257385666445842,-0.7174234996866089,0.47311282385980213,ns,ns,0.203
07045,Horta-Guinardo,0.000412338394082816,-0.7190969601764728,0.47208118017165024,ns,ns,0.133
06004,Gracia,0.0,-0.719910139409016,0.47158032474069933,ns,ns,0.203
03070,Sants-Montjuic,9.988321347347717e-05,-0.7207239410662817,0.4710793794039392,ns,ns,0.085
03065,Sants-Montjuic,0.0,-0.7214300430737871,0.4706449678625928,ns,ns,0.135
03081,Sants-Montjuic,0.000546796566066343,-0.723706177510665,0.4692461397986478,ns,ns,0.161
07024,Horta-Guinardo,0.0,-0.7240353159980312,0.46904405390711323,ns,ns,0.119
03075,Sants-Montjuic,0.0,-0.7241570577234631,0.4689693185875483,ns,ns,0.132
02128,Eixample,0.0004994160673673859,-0.7243107108007493,0.46887500279909,ns,ns,0.199
09022,Sant Andreu,0.0006159464830864425,-0.7245609734836829,0.46872140828578734,ns,ns,0.154
07067,Horta-Guinardo,0.0,-0.7272135960585812,0.4670951186304424,ns,ns,0.167
08031,Nou Barris,0.0,-0.7277226887091822,0.46678335861270615,ns,ns,0.178
06038,Gracia,0.0,-0.7287223724271618,0.4661715047009616,ns,ns,0.111
03069,Sants-Montjuic,0.0,-0.7288197658075074,0.46611191914134986,ns,ns,0.098
07034,Horta-Guinardo,0.0,-0.7294037057910742,0.4657547516308771,ns,ns,0.206
07025,Horta-Guinardo,0.0,-0.7307938107901412,0.4649051045421828,ns,ns,0.165
07019,Horta-Guinardo,0.0,-0.7318945600399065,0.46423292678297656,ns,ns,0.162
06032,Gracia,0.0,-0.7364865745869075,0.46143463494068837,ns,ns,0.148
08114,Nou Barris,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.104
08066,Nou Barris,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.109
05079,Sarria-Sant Gervasi,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.102
08113,Nou Barris,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.121
07075,Horta-Guinardo,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.114
08069,Nou Barris,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.09
09029,Sant Andreu,0.0,-0.7373660349328314,0.46089978462745496,ns,ns,0.107
06053,Gracia,0.0,-0.7376815767321726,0.4607079700577428,ns,ns,0.174
02129,Eixample,0.0003500180984968004,-0.7380935265986872,0.46045761721759715,ns,ns,0.157
05043,Sarria-Sant Gervasi,0.0,-0.7409451649824217,0.45872668907540826,ns,ns,0.165
06055,Gracia,0.0,-0.7416774904373641,0.4582827610604916,ns,ns,0.178
05097,Sarria-Sant Gervasi,0.0,-0.7419013714014098,0.45814709487275085,ns,ns,0.144
07044,Horta-Guinardo,0.00034603415266025136,-0.7421512327838559,0.457995711816104,ns,ns,0.154
06074,Gracia,0.00017116738719172796,-0.7423091731875978,0.45790003523278155,ns,ns,0.215
09060,Sant Andreu,0.0035445735242895485,-0.7437458355431938,0.4570302541366096,ns,ns,0.125
03084,Sants-Montjuic,0.0,-0.7442474127317177,0.45672680904854857,ns,ns,0.127
08005,Nou Barris,0.00010842024026608204,-0.7448150891869227,0.4563835117316377,ns,ns,0.183
07018,Horta-Guinardo,0.00013630786112192467,-0.7526086595582183,0.45168511240357345,ns,ns,0.107
06048,Gracia,0.0,-0.752728045606618,0.4516133531964157,ns,ns,0.146
07023,Horta-Guinardo,0.0,-0.7528532705026106,0.45153809137034817,ns,ns,0.136
08098,Nou Barris,0.0,-0.7565113159892046,0.4493426903869615,ns,ns,0.156
03057,Sants-Montjuic,0.0,-0.7566827643251581,0.4492399432406997,ns,ns,0.156
09069,Sant Andreu,3.500180984968003e-05,-0.7594943221641202,0.44755690925522895,ns,ns,0.147
08010,Nou Barris,0.00016391091441801382,-0.7596482572989504,0.44746486535072094,ns,ns,0.218
06033,Gracia,0.0,-0.75996624284438,0.4472747632986618,ns,ns,0.201
03074,Sants-Montjuic,0.00015437790116627168,-0.760884652963607,0.44672596594988745,ns,ns,0.162
09082,Sant Andreu,0.00040693161044749954,-0.7638311363664159,0.4449678792621006,ns,ns,0.142
07064,Horta-Guinardo,0.0,-0.765028224325773,0.4442547380598205,ns,ns,0.116
09079,Sant Andreu,0.0,-0.768331501739851,0.44229026394166016,ns,ns,0.234
02120,Eixample,0.00012179491557449637,-0.7697003801070192,0.44147764456368077,ns,ns,0.129
06073,Gracia,8.081718696999291e-05,-0.7697875059340421,0.44142595224789005,ns,ns,0.173
01039,Ciutat Vella,0.001169288103027116,-0.7705654748266998,0.44096453198375496,ns,ns,0.096
06007,Gracia,0.0,-0.7706304430900044,0.44092601123850184,ns,ns,0.199
08068,Nou Barris,0.0,-0.7711010096531687,0.44064706220714234,ns,ns,0.125
07043,Horta-Guinardo,0.00010429401064965634,-0.7721411830661181,0.44003081278207823,ns,ns,0.14
05050,Sarria-Sant Gervasi,0.0,-0.7744523649481702,0.43866332730052116,ns,ns,0.193
10022,Sant Marti,0.0,-0.775519256561399,0.4380328912080027,ns,ns,0.216
08093,Nou Barris,0.0,-0.775768868520453,0.43788546845374277,ns,ns,0.097
