key,district_lbl,cluster,mature_density,pop_density,income,mean_sealed,mean_ndvi,archetype,action
02054,Eixample,1,165.84117189798374,55833.19453898785,27378.38231337338,0.8609376534569836,0.11085870305107468,low-source / high-pop / lower-income,monitor
10054,Sant Marti,3,656.9025294404461,6033.298959715165,36948.27666259923,0.6216632821377206,0.18171344089837574,high-source / low-pop / higher-income,defer (park-like)
05054,Sarria-Sant Gervasi,3,189.24656278966916,19076.053529198653,53947.28580598978,0.6658231671940412,0.15885751197817025,high-source / low-pop / higher-income,defer (park-like)
07054,Horta-Guinardo,2,230.84761307335017,10531.642455886895,28073.29711497954,0.5800752158634476,0.17022520740458794,high-source / low-pop / lower-income,defer (park-like)
03054,Sants-Montjuic,1,383.82342917802305,49719.89651813776,22517.005742299938,0.8807530035445555,0.07227240749001097,low-source / high-pop / lower-income,monitor
06054,Gracia,1,0.0,43726.18539650918,26093.025691488314,0.8844326113521936,0.07161355950715592,low-source / high-pop / lower-income,monitor
04054,Les Corts,3,102.04400408642285,4944.495834369398,46969.962702174584,0.47175358500791786,0.18847509578482516,high-source / low-pop / higher-income,defer (park-like)
01054,Ciutat Vella,1,148.28360165232203,45745.49110974135,19606.194197526194,0.8606658120192611,0.10713647411219637,low-source / high-pop / lower-income,monitor
08054,Nou Barris,2,21.41361949582642,36274.671425929955,20017.66891399103,0.5994073748588562,0.1453449586653005,high-source / low-pop / lower-income,defer (park-like)
09054,Sant Andreu,2,340.18822540519307,31439.06183119659,21163.919425564567,0.7278643083766279,0.12440734005372141,high-source / low-pop / lower-income,defer (park-like)
04055,Les Corts,3,587.6308959079146,6409.457520267121,53196.357125655115,0.39201005345426165,0.24310722619172834,high-source / low-pop / higher-income,defer (park-like)
06055,Gracia,1,0.0,42362.46446386129,26125.526432148596,0.8867649101756799,0.07166395878204085,low-source / high-pop / lower-income,monitor
09055,Sant Andreu,1,118.5709978621943,55461.584250041386,20247.596002229235,0.7733895164613296,0.11159730794402925,low-source / high-pop / lower-income,monitor
05055,Sarria-Sant Gervasi,3,481.7444824909725,21864.983447251558,54173.86861203586,0.6443371553736165,0.1584161332097047,high-source / low-pop / higher-income,defer (park-like)
02055,Eixample,0,703.728429392499,46706.71649893919,29335.231407706946,0.8816888187976621,0.10629554082706875,high-source / low-pop / higher-income,defer (park-like)
01055,Ciutat Vella,0,1156.7595640912348,14533.106523400787,26153.833018109573,0.6011714056895473,0.1857172979613776,high-source / low-pop / higher-income,defer (park-like)
03055,Sants-Montjuic,1,442.4932137488151,70931.66216393506,21827.14918358084,0.8293793246268916,0.09337110817436191,low-source / high-pop / lower-income,monitor
07055,Horta-Guinardo,2,474.68614377468407,15728.789520750342,30460.228734039953,0.622335777087157,0.1609927209004411,high-source / low-pop / lower-income,defer (park-like)
08055,Nou Barris,2,29.381622250498786,52828.15680639682,18753.202799063532,0.6740513931368095,0.14692804251464622,high-source / low-pop / lower-income,defer (park-like)
10055,Sant Marti,3,280.3497456393227,6174.944828521289,39557.257273989075,0.47212915923018306,0.10035118300303623,high-source / low-pop / higher-income,defer (park-like)
03056,Sants-Montjuic,0,629.5644979080525,61256.62564645352,23174.084338416797,0.7907785072301375,0.10885732127641544,high-source / low-pop / higher-income,defer (park-like)
10056,Sant Marti,1,304.5143193676721,9854.713404364147,26451.123036655696,0.8429664601629554,0.08946081352799135,low-source / high-pop / lower-income,monitor
02056,Eixample,0,888.0882333233876,26222.82347122148,31488.81037932673,0.8644838633913959,0.11141344056701481,high-source / low-pop / higher-income,defer (park-like)
04056,Les Corts,3,71.91899444690647,1421.8385202153408,53207.28694555755,0.3163805271105883,0.20679401542900253,high-source / low-pop / higher-income,defer (park-like)
09056,Sant Andreu,1,0.0,63284.64999347454,21735.092971853104,0.8454794417895051,0.10784256289837521,low-source / high-pop / lower-income,monitor
06056,Gracia,1,86.4986148331011,49073.54748197936,27053.348136677476,0.8863631073277267,0.0730538522985975,low-source / high-pop / lower-income,monitor
07056,Horta-Guinardo,2,164.0531077050798,12919.182231775036,27535.58751405364,0.5139350212854036,0.19419433537831296,high-source / low-pop / lower-income,defer (park-like)
08056,Nou Barris,2,451.69048472057375,29886.853739011298,19733.154024931093,0.6153869594537955,0.14574454270530945,high-source / low-pop / lower-income,defer (park-like)
05056,Sarria-Sant Gervasi,3,29.20482038200244,17493.68740881946,51924.21826568325,0.6630210384270201,0.169978794450797,high-source / low-pop / higher-income,defer (park-like)
09057,Sant Andreu,1,49.836966477907836,45974.60157586998,21710.25037954846,0.8527950644493103,0.10616464366041328,low-source / high-pop / lower-income,monitor
05057,Sarria-Sant Gervasi,3,565.4942222715794,22673.625483460466,47506.07151016964,0.7576988332655613,0.15327034785902163,high-source / low-pop / higher-income,defer (park-like)
08057,Nou Barris,2,151.23171493214,11695.252621418827,18197.941829743704,0.6226523200345317,0.14165352561044461,high-source / low-pop / lower-income,defer (park-like)
02057,Eixample,0,770.1298414402154,44527.50719599791,32820.28353608458,0.8627704064311226,0.11466202735250063,high-source / low-pop / higher-income,defer (park-like)
06057,Gracia,1,133.05210052966663,40767.16360228986,27531.30163980456,0.8861786915593907,0.07142868484205417,low-source / high-pop / lower-income,monitor
